reserve_assessment_id,user_id,assessed_at,healthcare_coverage_status,estimated_healthcare_exposure,emergency_health_resources,monthly_financial_obligations,number_of_dependants,current_preparedness_amount,preparedness_target,preparedness_gap,preparedness_ratio,reserve_status
HRA00002691,USR001063,2025-12-26T10:00:00,insured,617000,197000,72000,4,885000,2185000,1300000,0.405034,developing
HRA00002692,USR001063,2026-02-17T10:00:00,partial,313000,242000,640000,1,947000,2185000,1238000,0.43341,developing
HRA00002693,USR001063,2026-04-04T10:00:00,insured,492000,348000,181000,0,1027000,2185000,1158000,0.470023,developing
HRA00002694,USR001063,2026-05-23T10:00:00,insured,374000,484000,416000,4,1017000,2185000,1168000,0.465446,developing
HRA00002695,USR001063,2026-07-16T10:00:00,insured,697000,139000,432000,5,1050000,2185000,1135000,0.480549,developing
HRA00002696,USR001063,2026-09-02T10:00:00,insured,445000,353000,70000,5,1080000,2185000,1105000,0.494279,developing
HRA00002697,USR001064,2025-11-03T03:00:00,insured,159000,273000,563000,0,941000,1026000,85000,0.917154,strong
HRA00002698,USR001064,2025-12-26T03:00:00,insured,607000,477000,79000,4,1121000,1026000,0,1.092593,strong
HRA00002699,USR001064,2026-02-07T03:00:00,partial,317000,30000,234000,4,1237000,1026000,0,1.205653,strong
HRA00002700,USR001064,2026-04-02T03:00:00,partial,589000,354000,251000,0,1353000,1026000,0,1.318713,strong
HRA00002701,USR001064,2026-05-20T03:00:00,uninsured,68000,499000,88000,4,1474000,1026000,0,1.436647,strong
HRA00002702,USR001064,2026-07-07T03:00:00,partial,415000,26000,109000,3,1663000,1026000,0,1.620858,strong
HRA00002703,USR001064,2026-09-01T03:00:00,partial,435000,283000,58000,4,1833000,1026000,0,1.78655,strong
HRA00002704,USR001065,2026-02-03T08:00:00,insured,666000,105000,318000,4,787000,1279000,492000,0.615324,moderate
HRA00002705,USR001065,2026-03-23T08:00:00,uninsured,243000,444000,665000,1,751000,1279000,528000,0.587177,moderate
HRA00002706,USR001065,2026-05-14T08:00:00,insured,736000,2000,272000,3,751000,1279000,528000,0.587177,moderate
HRA00002707,USR001065,2026-06-25T08:00:00,uninsured,323000,475000,258000,5,709000,1279000,570000,0.554339,moderate
HRA00002708,USR001065,2026-08-16T08:00:00,partial,380000,101000,170000,4,744000,1279000,535000,0.581704,moderate
HRA00002709,USR001066,2026-02-12T10:00:00,partial,173000,41000,244000,0,211000,734000,523000,0.287466,developing
HRA00002710,USR001066,2026-04-02T10:00:00,partial,794000,109000,134000,0,279000,734000,455000,0.380109,developing
HRA00002711,USR001066,2026-05-26T10:00:00,uninsured,639000,462000,644000,3,348000,734000,386000,0.474114,developing
HRA00002712,USR001066,2026-07-15T10:00:00,insured,705000,171000,334000,2,446000,734000,288000,0.607629,moderate
HRA00002713,USR001066,2026-08-31T10:00:00,partial,384000,136000,398000,0,501000,734000,233000,0.682561,moderate
HRA00002714,USR001069,2026-02-20T04:00:00,uninsured,259000,144000,148000,1,1509000,1427000,0,1.057463,strong
HRA00002715,USR001069,2026-04-10T04:00:00,uninsured,717000,320000,547000,1,1723000,1427000,0,1.207428,strong
HRA00002716,USR001069,2026-05-29T04:00:00,insured,552000,85000,611000,4,1948000,1427000,0,1.365102,strong
HRA00002717,USR001069,2026-07-17T04:00:00,uninsured,600000,273000,273000,3,2219000,1427000,0,1.555011,strong
HRA00002718,USR001069,2026-09-02T04:00:00,partial,112000,255000,184000,3,2534000,1427000,0,1.775753,strong
HRA00002719,USR001073,2025-10-14T22:00:00,uninsured,197000,165000,560000,1,101000,535000,434000,0.188785,low
HRA00002720,USR001073,2025-12-01T22:00:00,uninsured,788000,344000,318000,2,41000,535000,494000,0.076636,low
HRA00002721,USR001073,2026-01-15T22:00:00,insured,285000,202000,201000,4,39000,535000,496000,0.072897,low
HRA00002722,USR001073,2026-03-11T22:00:00,insured,617000,97000,54000,5,26000,535000,509000,0.048598,low
HRA00002723,USR001073,2026-04-26T22:00:00,partial,581000,172000,128000,3,15000,535000,520000,0.028037,low
HRA00002724,USR001073,2026-06-17T22:00:00,uninsured,570000,95000,515000,4,0,535000,535000,0.0,low
HRA00002725,USR001073,2026-08-03T22:00:00,insured,101000,473000,641000,1,0,535000,535000,0.0,low
HRA00002726,USR001074,2025-11-19T13:00:00,uninsured,593000,40000,589000,1,12000,1289000,1277000,0.00931,low
HRA00002727,USR001074,2026-01-05T13:00:00,uninsured,647000,83000,450000,2,91000,1289000,1198000,0.070597,low
HRA00002728,USR001074,2026-02-25T13:00:00,insured,142000,307000,529000,2,112000,1289000,1177000,0.086889,low
HRA00002729,USR001074,2026-04-17T13:00:00,partial,79000,28000,354000,4,152000,1289000,1137000,0.117921,low
HRA00002730,USR001074,2026-06-06T13:00:00,partial,115000,119000,623000,5,168000,1289000,1121000,0.130334,low
HRA00002731,USR001074,2026-07-30T13:00:00,uninsured,182000,26000,489000,2,184000,1289000,1105000,0.142746,low
HRA00002732,USR001079,2025-10-23T22:00:00,insured,80000,346000,684000,2,249000,646000,397000,0.385449,developing
HRA00002733,USR001079,2025-12-12T22:00:00,insured,737000,42000,580000,2,326000,646000,320000,0.504644,moderate
HRA00002734,USR001079,2026-02-01T22:00:00,insured,350000,381000,501000,0,435000,646000,211000,0.673375,moderate
HRA00002735,USR001079,2026-03-19T22:00:00,insured,276000,176000,315000,3,582000,646000,64000,0.900929,strong
HRA00002736,USR001079,2026-05-11T22:00:00,partial,159000,407000,113000,3,659000,646000,0,1.020124,strong
HRA00002737,USR001079,2026-07-02T22:00:00,uninsured,193000,371000,267000,3,732000,646000,0,1.133127,strong
HRA00002738,USR001079,2026-08-19T22:00:00,uninsured,481000,64000,321000,5,799000,646000,0,1.236842,strong
HRA00002739,USR001080,2026-01-14T09:00:00,partial,114000,208000,649000,1,1117000,1634000,517000,0.683599,moderate
HRA00002740,USR001080,2026-03-07T09:00:00,partial,580000,123000,500000,5,1162000,1634000,472000,0.711138,moderate
HRA00002741,USR001080,2026-04-26T09:00:00,partial,673000,45000,611000,0,1246000,1634000,388000,0.762546,moderate
HRA00002742,USR001080,2026-06-12T09:00:00,partial,110000,362000,572000,1,1274000,1634000,360000,0.779682,moderate
HRA00002743,USR001080,2026-08-04T09:00:00,uninsured,341000,193000,141000,3,1375000,1634000,259000,0.841493,moderate
HRA00002744,USR001085,2025-11-07T05:00:00,insured,79000,411000,144000,5,58000,469000,411000,0.123667,low
HRA00002745,USR001085,2025-12-29T05:00:00,insured,626000,254000,621000,4,92000,469000,377000,0.196162,low
HRA00002746,USR001085,2026-02-16T05:00:00,insured,316000,225000,319000,5,125000,469000,344000,0.266525,developing
HRA00002747,USR001085,2026-04-09T05:00:00,insured,50000,69000,313000,1,152000,469000,317000,0.324094,developing
HRA00002748,USR001085,2026-05-27T05:00:00,insured,595000,244000,155000,2,182000,469000,287000,0.38806,developing
HRA00002749,USR001085,2026-07-14T05:00:00,uninsured,179000,387000,688000,5,221000,469000,248000,0.471215,developing
HRA00002750,USR001085,2026-09-07T05:00:00,uninsured,182000,488000,604000,0,249000,469000,220000,0.530917,moderate
HRA00002751,USR001091,2025-11-03T08:00:00,insured,641000,85000,679000,5,998000,1768000,770000,0.56448,moderate
HRA00002752,USR001091,2025-12-23T08:00:00,uninsured,351000,205000,270000,4,1071000,1768000,697000,0.605769,moderate
HRA00002753,USR001091,2026-02-05T08:00:00,insured,479000,50000,383000,0,1091000,1768000,677000,0.617081,moderate
HRA00002754,USR001091,2026-03-31T08:00:00,uninsured,589000,358000,567000,3,1105000,1768000,663000,0.625,moderate
HRA00002755,USR001091,2026-05-16T08:00:00,uninsured,661000,29000,687000,0,1060000,1768000,708000,0.599548,moderate
HRA00002756,USR001091,2026-07-09T08:00:00,partial,500000,312000,633000,2,1222000,1768000,546000,0.691176,moderate
HRA00002757,USR001091,2026-08-29T08:00:00,partial,486000,458000,146000,2,1097000,1768000,671000,0.620475,moderate
HRA00002758,USR001093,2025-12-24T16:00:00,partial,364000,317000,611000,5,183000,370000,187000,0.494595,developing
HRA00002759,USR001093,2026-02-09T16:00:00,partial,794000,372000,266000,4,214000,370000,156000,0.578378,moderate
HRA00002760,USR001093,2026-04-02T16:00:00,uninsured,677000,494000,171000,2,244000,370000,126000,0.659459,moderate
HRA00002761,USR001093,2026-05-25T16:00:00,uninsured,517000,44000,431000,3,289000,370000,81000,0.781081,moderate
HRA00002762,USR001093,2026-07-15T16:00:00,uninsured,563000,335000,520000,3,306000,370000,64000,0.827027,moderate
HRA00002763,USR001093,2026-08-31T16:00:00,insured,613000,489000,700000,4,296000,370000,74000,0.8,moderate
HRA00002764,USR001095,2026-01-28T15:00:00,uninsured,759000,207000,179000,4,114000,187000,73000,0.609626,moderate
HRA00002765,USR001095,2026-03-14T15:00:00,insured,635000,36000,428000,0,144000,187000,43000,0.770053,moderate
HRA00002766,USR001095,2026-05-03T15:00:00,uninsured,515000,286000,241000,0,167000,187000,20000,0.893048,strong
HRA00002767,USR001095,2026-06-26T15:00:00,partial,281000,20000,569000,1,187000,187000,0,1.0,strong
HRA00002768,USR001095,2026-08-13T15:00:00,insured,671000,48000,614000,2,204000,187000,0,1.090909,strong
HRA00002769,USR001097,2025-11-23T21:00:00,insured,67000,420000,240000,5,170000,927000,757000,0.183387,low
HRA00002770,USR001097,2026-01-13T21:00:00,partial,660000,358000,153000,5,258000,927000,669000,0.278317,developing
HRA00002771,USR001097,2026-02-27T21:00:00,partial,293000,231000,531000,5,278000,927000,649000,0.299892,developing
HRA00002772,USR001097,2026-04-23T21:00:00,insured,350000,429000,519000,5,292000,927000,635000,0.314995,developing
HRA00002773,USR001097,2026-06-14T21:00:00,insured,225000,56000,308000,3,378000,927000,549000,0.407767,developing
HRA00002774,USR001097,2026-07-29T21:00:00,uninsured,667000,219000,407000,1,465000,927000,462000,0.501618,moderate
HRA00002775,USR001098,2025-11-01T08:00:00,uninsured,96000,395000,397000,1,561000,803000,242000,0.69863,moderate
HRA00002776,USR001098,2025-12-23T08:00:00,insured,275000,72000,236000,0,500000,803000,303000,0.622665,moderate
HRA00002777,USR001098,2026-02-12T08:00:00,partial,188000,494000,636000,3,466000,803000,337000,0.580324,moderate
HRA00002778,USR001098,2026-04-04T08:00:00,insured,334000,40000,246000,5,419000,803000,384000,0.521793,moderate
HRA00002779,USR001098,2026-05-17T08:00:00,insured,748000,167000,131000,0,430000,803000,373000,0.535492,moderate
HRA00002780,USR001098,2026-07-08T08:00:00,uninsured,636000,133000,351000,3,423000,803000,380000,0.526775,moderate
HRA00002781,USR001098,2026-08-27T08:00:00,insured,117000,468000,498000,5,381000,803000,422000,0.474471,developing
HRA00002782,USR001099,2025-11-14T20:00:00,uninsured,218000,136000,641000,5,383000,848000,465000,0.451651,developing
HRA00002783,USR001099,2026-01-01T20:00:00,uninsured,736000,225000,617000,3,439000,848000,409000,0.517689,moderate
HRA00002784,USR001099,2026-02-23T20:00:00,partial,787000,79000,330000,4,435000,848000,413000,0.512972,moderate
HRA00002785,USR001099,2026-04-09T20:00:00,uninsured,164000,367000,571000,0,471000,848000,377000,0.555425,moderate
HRA00002786,USR001099,2026-06-01T20:00:00,insured,201000,194000,318000,4,477000,848000,371000,0.5625,moderate
HRA00002787,USR001099,2026-07-20T20:00:00,insured,423000,446000,337000,3,489000,848000,359000,0.576651,moderate
HRA00002788,USR001099,2026-09-07T20:00:00,insured,409000,107000,358000,2,504000,848000,344000,0.59434,moderate
HRA00002789,USR001106,2025-12-19T20:00:00,partial,660000,229000,116000,2,383000,552000,169000,0.693841,moderate
HRA00002790,USR001106,2026-02-04T20:00:00,partial,562000,437000,110000,0,381000,552000,171000,0.690217,moderate
HRA00002791,USR001106,2026-03-30T20:00:00,uninsured,190000,50000,672000,1,362000,552000,190000,0.655797,moderate
HRA00002792,USR001106,2026-05-19T20:00:00,uninsured,540000,269000,435000,4,322000,552000,230000,0.583333,moderate
HRA00002793,USR001106,2026-07-04T20:00:00,uninsured,793000,292000,312000,1,321000,552000,231000,0.581522,moderate
HRA00002794,USR001106,2026-08-20T20:00:00,uninsured,683000,489000,623000,4,302000,552000,250000,0.547101,moderate
HRA00002795,USR001107,2026-02-17T00:00:00,partial,414000,76000,380000,4,95000,2027000,1932000,0.046867,low
HRA00002796,USR001107,2026-04-07T00:00:00,partial,376000,161000,269000,5,171000,2027000,1856000,0.084361,low
HRA00002797,USR001107,2026-05-24T00:00:00,partial,458000,184000,207000,3,274000,2027000,1753000,0.135175,low
HRA00002798,USR001107,2026-07-16T00:00:00,partial,725000,108000,91000,2,406000,2027000,1621000,0.200296,low
HRA00002799,USR001107,2026-09-08T00:00:00,insured,662000,222000,680000,3,381000,2027000,1646000,0.187963,low
HRA00002800,USR001110,2025-10-09T08:00:00,uninsured,151000,461000,174000,1,2366000,2272000,0,1.041373,strong
HRA00002801,USR001110,2025-11-24T08:00:00,uninsured,364000,22000,398000,0,2682000,2272000,0,1.180458,strong
HRA00002802,USR001110,2026-01-19T08:00:00,insured,396000,251000,264000,2,3028000,2272000,0,1.332746,strong
HRA00002803,USR001110,2026-03-09T08:00:00,insured,558000,243000,699000,0,3354000,2272000,0,1.476232,strong
HRA00002804,USR001110,2026-04-23T08:00:00,insured,159000,36000,548000,4,3731000,2272000,0,1.642165,strong
HRA00002805,USR001110,2026-06-16T08:00:00,insured,513000,22000,667000,0,4139000,2272000,0,1.821743,strong
HRA00002806,USR001110,2026-08-02T08:00:00,partial,153000,146000,332000,5,4452000,2272000,0,1.959507,strong
HRA00002807,USR001112,2025-10-12T01:00:00,insured,431000,210000,71000,0,2198000,2438000,240000,0.901559,strong
HRA00002808,USR001112,2025-12-04T01:00:00,insured,498000,460000,642000,3,2114000,2438000,324000,0.867104,strong
HRA00002809,USR001112,2026-01-18T01:00:00,insured,314000,153000,468000,1,2160000,2438000,278000,0.885972,strong
HRA00002810,USR001112,2026-03-07T01:00:00,insured,513000,274000,202000,0,2452000,2438000,0,1.005742,strong
HRA00002811,USR001112,2026-04-28T01:00:00,partial,400000,416000,651000,3,2533000,2438000,0,1.038966,strong
HRA00002812,USR001112,2026-06-22T01:00:00,uninsured,446000,211000,417000,1,2646000,2438000,0,1.085316,strong
HRA00002813,USR001112,2026-08-07T01:00:00,insured,94000,360000,179000,5,2754000,2438000,0,1.129614,strong
HRA00002814,USR001116,2025-11-05T08:00:00,uninsured,100000,214000,117000,5,115000,386000,271000,0.297927,developing
HRA00002815,USR001116,2025-12-22T08:00:00,uninsured,528000,472000,154000,0,125000,386000,261000,0.323834,developing
HRA00002816,USR001116,2026-02-11T08:00:00,insured,490000,56000,507000,3,144000,386000,242000,0.373057,developing
HRA00002817,USR001116,2026-03-29T08:00:00,insured,532000,15000,453000,1,178000,386000,208000,0.46114,developing
HRA00002818,USR001116,2026-05-24T08:00:00,partial,90000,264000,326000,1,204000,386000,182000,0.528497,moderate
HRA00002819,USR001116,2026-07-15T08:00:00,insured,386000,484000,129000,5,220000,386000,166000,0.569948,moderate
HRA00002820,USR001116,2026-09-01T08:00:00,insured,413000,425000,345000,4,228000,386000,158000,0.590674,moderate
HRA00002821,USR001122,2025-10-23T16:00:00,partial,631000,467000,222000,4,51000,152000,101000,0.335526,developing
HRA00002822,USR001122,2025-12-14T16:00:00,insured,213000,94000,227000,0,66000,152000,86000,0.434211,developing
HRA00002823,USR001122,2026-01-27T16:00:00,partial,110000,306000,674000,3,85000,152000,67000,0.559211,moderate
HRA00002824,USR001122,2026-03-21T16:00:00,insured,731000,190000,257000,2,98000,152000,54000,0.644737,moderate
HRA00002825,USR001122,2026-05-09T16:00:00,insured,539000,247000,517000,4,121000,152000,31000,0.796053,moderate
HRA00002826,USR001122,2026-06-28T16:00:00,partial,728000,96000,435000,4,136000,152000,16000,0.894737,strong
HRA00002827,USR001122,2026-08-20T16:00:00,partial,711000,440000,353000,1,157000,152000,0,1.032895,strong
HRA00002828,USR001123,2025-12-29T08:00:00,insured,442000,151000,486000,3,230000,1621000,1391000,0.141888,low
HRA00002829,USR001123,2026-02-11T08:00:00,insured,170000,145000,405000,1,383000,1621000,1238000,0.236274,low
HRA00002830,USR001123,2026-04-06T08:00:00,uninsured,123000,199000,235000,3,434000,1621000,1187000,0.267736,developing
HRA00002831,USR001123,2026-05-29T08:00:00,partial,559000,58000,381000,5,551000,1621000,1070000,0.339914,developing
HRA00002832,USR001123,2026-07-15T08:00:00,partial,752000,100000,665000,4,611000,1621000,1010000,0.376928,developing
HRA00002833,USR001123,2026-09-02T08:00:00,partial,473000,374000,325000,0,699000,1621000,922000,0.431215,developing
HRA00002834,USR001124,2025-11-14T19:00:00,uninsured,282000,91000,212000,0,149000,182000,33000,0.818681,moderate
HRA00002835,USR001124,2025-12-30T19:00:00,insured,97000,383000,403000,3,193000,182000,0,1.06044,strong
HRA00002836,USR001124,2026-02-18T19:00:00,partial,389000,175000,97000,3,243000,182000,0,1.335165,strong
HRA00002837,USR001124,2026-04-15T19:00:00,insured,310000,111000,584000,5,279000,182000,0,1.532967,strong
HRA00002838,USR001124,2026-06-05T19:00:00,uninsured,488000,242000,490000,0,315000,182000,0,1.730769,strong
HRA00002839,USR001124,2026-07-20T19:00:00,insured,276000,440000,250000,2,355000,182000,0,1.950549,strong
HRA00002840,USR001124,2026-09-10T19:00:00,insured,526000,262000,180000,1,394000,182000,0,2.164835,strong
HRA00002841,USR001131,2025-10-25T06:00:00,insured,523000,70000,127000,3,601000,1169000,568000,0.514115,moderate
HRA00002842,USR001131,2025-12-09T06:00:00,insured,491000,112000,92000,5,422000,1169000,747000,0.360992,developing
HRA00002843,USR001131,2026-02-01T06:00:00,insured,740000,3000,262000,2,313000,1169000,856000,0.26775,developing
HRA00002844,USR001131,2026-03-18T06:00:00,insured,238000,230000,628000,2,221000,1169000,948000,0.18905,low
HRA00002845,USR001131,2026-05-14T06:00:00,uninsured,589000,378000,696000,5,193000,1169000,976000,0.165098,low
HRA00002846,USR001131,2026-07-03T06:00:00,partial,73000,368000,159000,4,138000,1169000,1031000,0.11805,low
HRA00002847,USR001131,2026-08-20T06:00:00,insured,622000,115000,531000,3,116000,1169000,1053000,0.09923,low
HRA00002848,USR001133,2026-02-02T09:00:00,insured,800000,493000,229000,3,918000,1532000,614000,0.599217,moderate
HRA00002849,USR001133,2026-03-20T09:00:00,uninsured,629000,494000,324000,4,920000,1532000,612000,0.600522,moderate
HRA00002850,USR001133,2026-05-09T09:00:00,partial,331000,48000,166000,4,954000,1532000,578000,0.622715,moderate
HRA00002851,USR001133,2026-07-02T09:00:00,uninsured,72000,467000,611000,1,1014000,1532000,518000,0.66188,moderate
HRA00002852,USR001133,2026-08-24T09:00:00,uninsured,530000,463000,256000,2,967000,1532000,565000,0.631201,moderate
HRA00002853,USR001134,2025-09-23T12:00:00,insured,585000,216000,77000,5,797000,1268000,471000,0.628549,moderate
HRA00002854,USR001134,2025-11-08T12:00:00,partial,249000,368000,515000,1,1024000,1268000,244000,0.807571,moderate
HRA00002855,USR001134,2025-12-30T12:00:00,uninsured,793000,250000,124000,1,1225000,1268000,43000,0.966088,strong
HRA00002856,USR001134,2026-02-19T12:00:00,uninsured,234000,298000,626000,5,1455000,1268000,0,1.147476,strong
